"IVS1_Code","IVS1_Label","ivs_iti4","IVS2_Label","N2SpTFA","NZMGE","NZMGN","NZTM.E","NZTM.N","Island","Is.Code","TFA","TFA.Code","Territorial.Authority","TLA.code","RTO","RTO.code","Region","Region.code","Longitude","Latitude","ivs_iti5","RTO_mbiemaps"
560090,"Waitara","ivs_iti4_560090","Waitara",9,2617084,6244378,1706990,5682634,"North",1,"New Plymouth",56,"New Plymouth District",33,"Taranaki RTO",10,"Taranaki Region",7,174.235526456666,-38.9987691437176,"ivs_iti5_560090","Taranaki RTO"
560170,"New Plymouth","ivs_iti4_560170","New Plymouth",17,2602999,6237980,1692913,5676226,"North",1,"New Plymouth",56,"New Plymouth District",33,"Taranaki RTO",10,"Taranaki Region",7,174.073866434999,-39.0581115984627,"ivs_iti5_560170","Taranaki RTO"
560250,"Inglewood","ivs_iti4_560250","Inglewood",25,2614312,6226903,1704232,5665160,"North",1,"New Plymouth",56,"New Plymouth District",33,"Taranaki RTO",10,"Taranaki Region",7,174.206361693587,-39.1565294817931,"ivs_iti5_560250","Taranaki RTO"
580040,"Whangamomona","ivs_iti4_580040","Whangamomona",4,2660343,6227375,1750260,5665666,"North",1,"Stratford",58,"Stratford District",34,"Taranaki RTO",10,"Manawatu-Wanganui Region",8,174.738774917966,-39.1452417679851,"ivs_iti5_580040","Taranaki RTO"
580120,"Douglas","ivs_iti4_580120","Douglas",12,2636558,6210827,1726487,5649101,"North",1,"Stratford",58,"Stratford District",34,"Taranaki RTO",10,"Taranaki Region",7,174.466874022998,-39.2982393929648,"ivs_iti5_580120","Taranaki RTO"
580140,"Stratford","ivs_iti4_580140","Stratford",14,2621438,6206303,1711371,5644567,"North",1,"Stratford",58,"Stratford District",34,"Taranaki RTO",10,"Taranaki Region",7,174.292369276458,-39.341160761915,"ivs_iti5_580140","Taranaki RTO"
600010,"Warea","ivs_iti4_600010","Warea",1,2580611,6219022,1670544,5657257,"North",1,"Hawera",60,"South Taranaki District",35,"Taranaki RTO",10,"Taranaki Region",7,173.817333506944,-39.2311203260021,"ivs_iti5_600010","Taranaki RTO"
600030,"Rahotu","ivs_iti4_600030","Rahotu",3,2579150,6208348,1669091,5646585,"North",1,"Hawera",60,"South Taranaki District",35,"Taranaki RTO",10,"Taranaki Region",7,173.801595548041,-39.3273923925122,"ivs_iti5_600030","Taranaki RTO"
600070,"Eltham","ivs_iti4_600070","Eltham",7,2621842,6196658,1711781,5634924,"North",1,"Hawera",60,"South Taranaki District",35,"Taranaki RTO",10,"Taranaki Region",7,174.298735167563,-39.4279762609403,"ivs_iti5_600070","Taranaki RTO"
600090,"Opunake","ivs_iti4_600090","Opunake",9,2583670,6194317,1673618,5632561,"North",1,"Hawera",60,"South Taranaki District",35,"Taranaki RTO",10,"Taranaki Region",7,173.855654553849,-39.4533715631708,"ivs_iti5_600090","Taranaki RTO"
600110,"Kapuni","ivs_iti4_600110","Kapuni",11,2607710,6190896,1697655,5629154,"North",1,"Hawera",60,"South Taranaki District",35,"Taranaki RTO",10,"Taranaki Region",7,174.135487883825,-39.4816740412384,"ivs_iti5_600110","Taranaki RTO"
600170,"Manaia ( Hawera )","ivs_iti4_600170","Manaia",17,2606517,6182592,1696466,5620852,"North",1,"Hawera",60,"South Taranaki District",35,"Taranaki RTO",10,"Taranaki Region",7,174.122869001292,-39.5565994276015,"ivs_iti5_600170","Taranaki RTO"
600200,"Hawera","ivs_iti4_600200","Hawera",20,2619815,6179355,1709764,5617622,"North",1,"Hawera",60,"South Taranaki District",35,"Taranaki RTO",10,"Taranaki Region",7,174.278158674206,-39.584097640368,"ivs_iti5_600200","Taranaki RTO"
600270,"Patea","ivs_iti4_600270","Patea",27,2636394,6159643,1726351,5597920,"North",1,"Hawera",60,"South Taranaki District",35,"Taranaki RTO",10,"Taranaki Region",7,174.475021808631,-39.7592753596932,"ivs_iti5_600270","Taranaki RTO"
610010,"Tongariro National Park ( Ruapehu )","ivs_iti4_610010","Tongariro National Park",1,2726759,6213665,1816700,5652000,"North",1,"Tongariro National Park ( Ruapehu ) ",61,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.511399809566,-39.2542698919392,"ivs_iti5_610010","Ruapehu RTO"
610020,"National Park","ivs_iti4_610020","National Park",2,2717394,6222797,1807325,5661129,"North",1,"Tongariro National Park ( Ruapehu ) ",61,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.400040172186,-39.1743724233715,"ivs_iti5_610020","Ruapehu RTO"
610030,"Whakapapa Village","ivs_iti4_610030","Whakapapa Village",3,2728548,6219576,1818485,5657915,"North",1,"Tongariro National Park ( Ruapehu ) ",61,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.530154019568,-39.2005741215104,"ivs_iti5_610030","Ruapehu RTO"
610080,"Turoa Ski Field","ivs_iti4_610080","Turoa Ski Field",8,2728530,6208732,1818474,5647066,"North",1,"Tongariro National Park ( Ruapehu ) ",61,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.533540772643,-39.2982412493629,"ivs_iti5_610080","Ruapehu RTO"
610090,"Turoa Alpine Village","ivs_iti4_610090","Turoa Alpine Village",9,2727040,6206924,1816985,5645257,"North",1,"Tongariro National Park ( Ruapehu ) ",61,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.516872783565,-39.3149005420935,"ivs_iti5_610090","Ruapehu RTO"
620010,"Whanganui National Park ( Ruapehu )","ivs_iti4_620010","Whanganui National Park (Ruapehu)",1,2684076,6220793,1774000,5659100,"North",1,"Whanganui National Park ( Ruapehu ) ",62,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.015028659942,-39.1999510188409,"ivs_iti5_620010","Ruapehu RTO"
620020,"Whakahoro","ivs_iti4_620020","Whakahoro",2,2689272,6231097,1779153,5669127,"North",1,"Whanganui National Park ( Ruapehu ) ",62,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.072016650535,-39.1086086621212,"ivs_iti5_620020","Ruapehu RTO"
630050,"Taumarunui","ivs_iti4_630050","Taumarunui",5,2705761,6255824,1795662,5694156,"North",1,"Taumarunui",63,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.255651591775,-38.8796899804311,"ivs_iti5_630050","Ruapehu RTO"
630140,"Tongariro","ivs_iti4_630140","Tongariro",14,2738222,6238289,1828149,5676643,"North",1,"Taumarunui",63,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.635666740494,-39.0295087968599,"ivs_iti5_630140","Ruapehu RTO"
640040,"Ohakune","ivs_iti4_640040","Ohakune",4,2716905,6196342,1806853,5634665,"North",1,"Ohakune",64,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.402714723785,-39.4127398721074,"ivs_iti5_640040","Ruapehu RTO"
640050,"Raetihi","ivs_iti4_640050","Raetihi",5,2705376,6195584,1795321,5633900,"North",1,"Ohakune",64,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.269088744236,-39.4223165487833,"ivs_iti5_640050","Ruapehu RTO"
650020,"Waiouru","ivs_iti4_650020","Waiouru",2,2739444,6188864,1829404,5627197,"North",1,"Waiouru",65,"Ruapehu District",36,"Ruapehu RTO",12,"Manawatu-Wanganui Region",8,175.666969140691,-39.4742559690859,"ivs_iti5_650020","Ruapehu RTO"
660010,"Whanganui National Park ( Wanganui )","ivs_iti4_660010","Whanganui National Park (Wanganui)",1,2678061,6196700,1768000,5635000,"North",1,"Whanganui National Park ( Wanganui ) ",66,"Wanganui District",37,"Wanganui RTO",14,"Manawatu-Wanganui Region",8,174.951604654902,-39.4181681207398,"ivs_iti5_660010","Wanganui RTO"
660030,"Jerusalem","ivs_iti4_660030","Jerusalem",3,2688599,6181673,1778548,5619977,"North",1,"Whanganui National Park ( Wanganui ) ",66,"Wanganui District",37,"Wanganui RTO",14,"Manawatu-Wanganui Region",8,175.078088464111,-39.5513257057187,"ivs_iti5_660030","Wanganui RTO"
670070,"Kai Iwi Beach","ivs_iti4_670070","Kai Iwi Beach",7,2672400,6145000,1762364,5583291,"North",1,"Wanganui",67,"Wanganui District",37,"Wanganui RTO",14,"Manawatu-Wanganui Region",8,174.898868699813,-39.8849090903207,"ivs_iti5_670070","Wanganui RTO"
670100,"Wanganui","ivs_iti4_670100","Wanganui",10,2685363,6139344,1775330,5577639,"North",1,"Wanganui",67,"Wanganui District",37,"Wanganui RTO",14,"Manawatu-Wanganui Region",8,175.051938090881,-39.933219382881,"ivs_iti5_670100","Wanganui RTO"
680030,"Taihape","ivs_iti4_680030","Taihape",3,2750013,6166226,1839989,5604554,"North",1,"Taihape",68,"Rangitikei District",38,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.798079570713,-39.6751506288432,"ivs_iti5_680030","Manawatu RTO"
680050,"Mangaweka","ivs_iti4_680050","Mangaweka",5,2749155,6151634,1839136,5589955,"North",1,"Taihape",68,"Rangitikei District",38,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.793449204206,-39.8067733658263,"ivs_iti5_680050","Manawatu RTO"
680110,"Hunterville","ivs_iti4_680110","Hunterville",11,2729654,6137671,1819632,5575981,"North",1,"Taihape",68,"Rangitikei District",38,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.570533633346,-39.9378123864381,"ivs_iti5_680110","Manawatu RTO"
690040,"Marton","ivs_iti4_690040","Marton",4,2712985,6122812,1802963,5561113,"North",1,"Bulls",69,"Rangitikei District",38,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.380254083477,-40.0758146963725,"ivs_iti5_690040","Manawatu RTO"
690050,"Bulls","ivs_iti4_690050","Bulls",5,2713156,6112027,1803136,5550325,"North",1,"Bulls",69,"Rangitikei District",38,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.385675360857,-40.1728843482993,"ivs_iti5_690050","Manawatu RTO"
700030,"Apiti","ivs_iti4_700030","Apiti",3,2755232,6132846,1845221,5571161,"North",1,"Feilding",70,"Manawatu District",39,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.871501661652,-39.9741619373763,"ivs_iti5_700030","Manawatu RTO"
700130,"Sanson","ivs_iti4_700130","Sanson",13,2716256,6106793,1806238,5545090,"North",1,"Feilding",70,"Manawatu District",39,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.42375352825,-40.2192506216672,"ivs_iti5_700130","Manawatu RTO"
700140,"Feilding","ivs_iti4_700140","Feilding",14,2728392,6106190,1818377,5544489,"North",1,"Feilding",70,"Manawatu District",39,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.566486273464,-40.2215857267833,"ivs_iti5_700140","Manawatu RTO"
700210,"Tangimoana","ivs_iti4_700210","Tangimoana",21,2701090,6098071,1790926,5536888,"North",1,"Feilding",70,"Manawatu District",39,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.2463813629,-40.2967164326686,"ivs_iti5_700210","Manawatu RTO"
700220,"Himatangi Beach","ivs_iti4_700220","Himatangi Beach",22,2699565,6090268,1789546,5528559,"North",1,"Feilding",70,"Manawatu District",39,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.232627448064,-40.372011745522,"ivs_iti5_700220","Manawatu RTO"
710010,"Ashhurst","ivs_iti4_710010","Ashhurst",1,2744299,6098291,1834290,5536590,"North",1,"Palmerston North",71,"Palmerston North City",40,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.756191655511,-40.2883724571526,"ivs_iti5_710010","Manawatu RTO"
710030,"Palmerston North","ivs_iti4_710030","Palmerston North",3,2732212,6091185,1822200,5529480,"North",1,"Palmerston North",71,"Palmerston North City",40,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.61657988256,-40.3556614477312,"ivs_iti5_710030","Manawatu RTO"
710060,"Linton","ivs_iti4_710060","Linton",6,2726559,6082968,1816547,5521261,"North",1,"Palmerston North",71,"Palmerston North City",40,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.552868546876,-40.4311208188565,"ivs_iti5_710060","Manawatu RTO"
720010,"Norsewood","ivs_iti4_720010","Norsewood",1,2784211,6121236,1874217,5559550,"North",1,"Dannevirke",72,"Tararua District",41,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,176.215467881658,-40.0697064082899,"ivs_iti5_720010","Manawatu RTO"
720060,"Dannevirke","ivs_iti4_720060","Dannevirke",6,2774423,6106967,1864426,5545273,"North",1,"Dannevirke",72,"Tararua District",41,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,176.10666974423,-40.2012757126637,"ivs_iti5_720060","Manawatu RTO"
720090,"Woodville","ivs_iti4_720090","Woodville",9,2753434,6092528,1843429,5530826,"North",1,"Dannevirke",72,"Tararua District",41,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.865771546745,-40.3376271608833,"ivs_iti5_720090","Manawatu RTO"
720140,"Pahiatua","ivs_iti4_720140","Pahiatua",14,2750808,6079524,1840803,5517817,"North",1,"Dannevirke",72,"Tararua District",41,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.83981071276,-40.4554451437305,"ivs_iti5_720140","Manawatu RTO"
720170,"Herbertville","ivs_iti4_720170","Herbertville",17,2810670,6073260,1900692,5511547,"North",1,"Dannevirke",72,"Tararua District",41,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,176.547900880426,-40.492331330005,"ivs_iti5_720170","Manawatu RTO"
720210,"Pongaroa","ivs_iti4_720210","Pongaroa",21,2780405,6068760,1870411,5507048,"North",1,"Dannevirke",72,"Tararua District",41,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,176.193088927661,-40.5432126003353,"ivs_iti5_720210","Manawatu RTO"
720270,"Akitio","ivs_iti4_720270","Akitio",27,2798477,6061319,1888490,5499601,"North",1,"Dannevirke",72,"Tararua District",41,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,176.40962518287,-40.604089687131,"ivs_iti5_720270","Manawatu RTO"
720280,"Eketahuna","ivs_iti4_720280","Eketahuna",28,2738382,6058333,1828373,5496620,"North",1,"Dannevirke",72,"Tararua District",41,"Manawatu RTO",13,"Manawatu-Wanganui Region",8,175.701040474734,-40.6497028474424,"ivs_iti5_720280","Manawatu RTO"
730020,"Foxton Beach","ivs_iti4_730020","Foxton Beach",2,2699426,6079683,1789408,5517973,"North",1,"Levin",73,"Horowhenua District",42,"Kapiti-Horowhenua RTO",16,"Manawatu-Wanganui Region",8,175.23415497596,-40.4673413872843,"ivs_iti5_730020","Kapiti-Horowhenua"
730030,"Foxton","ivs_iti4_730030","Foxton",3,2703934,6079184,1793917,5517474,"North",1,"Levin",73,"Horowhenua District",42,"Kapiti-Horowhenua RTO",16,"Manawatu-Wanganui Region",8,175.28745344442,-40.4707933462755,"ivs_iti5_730030","Kapiti-Horowhenua"
730040,"Tokomaru","ivs_iti4_730040","Tokomaru",4,2722638,6078616,1812625,5516907,"North",1,"Levin",73,"Horowhenua District",42,"Kapiti-Horowhenua RTO",16,"Manawatu-Wanganui Region",8,175.508131992231,-40.4713202427195,"ivs_iti5_730040","Kapiti-Horowhenua"
730060,"Waitarere","ivs_iti4_730060","Waitarere",6,2697127,6070501,1787110,5508789,"North",1,"Levin",73,"Horowhenua District",42,"Kapiti-Horowhenua RTO",16,"Manawatu-Wanganui Region",8,175.209781602619,-40.5505391521995,"ivs_iti5_730060","Kapiti-Horowhenua"
730070,"Shannon","ivs_iti4_730070","Shannon",7,2714668,6070293,1804654,5508582,"North",1,"Levin",73,"Horowhenua District",42,"Kapiti-Horowhenua RTO",16,"Manawatu-Wanganui Region",8,175.416876839916,-40.5482550122891,"ivs_iti5_730070","Kapiti-Horowhenua"
730120,"Levin","ivs_iti4_730120","Levin",12,2703397,6062031,1793381,5500318,"North",1,"Levin",73,"Horowhenua District",42,"Kapiti-Horowhenua RTO",16,"Manawatu-Wanganui Region",8,175.286384264365,-40.625352725987,"ivs_iti5_730120","Kapiti-Horowhenua"
730160,"Manakau","ivs_iti4_730160","Manakau",16,2697859,6052044,1787842,5490330,"North",1,"Levin",73,"Horowhenua District",42,"Kapiti-Horowhenua RTO",16,"Manawatu-Wanganui Region",8,175.223929676127,-40.7165419834915,"ivs_iti5_730160","Kapiti-Horowhenua"
740010,"Otaki","ivs_iti4_740010","Otaki",1,2691321,6047436,1781304,5485722,"North",1,"Waikanae",74,"Kapiti Coast District",43,"Kapiti-Horowhenua RTO",16,"Wellington Region",9,175.147911042164,-40.7594896516137,"ivs_iti5_740010","Kapiti-Horowhenua"
740030,"Te Horo","ivs_iti4_740030","Te Horo",3,2689261,6043012,1779243,5481297,"North",1,"Waikanae",74,"Kapiti Coast District",43,"Kapiti-Horowhenua RTO",16,"Wellington Region",9,175.124779954125,-40.7997769308122,"ivs_iti5_740030","Kapiti-Horowhenua"
740070,"Waikanae","ivs_iti4_740070","Waikanae",7,2683650,6035049,1773632,5473334,"North",1,"Waikanae",74,"Kapiti Coast District",43,"Kapiti-Horowhenua RTO",16,"Wellington Region",9,175.060527138759,-40.8726705641534,"ivs_iti5_740070","Kapiti-Horowhenua"
750040,"Paraparaumu","ivs_iti4_750040","Paraparaumu",4,2679151,6031046,1769133,5469331,"North",1,"Paraparaumu",75,"Kapiti Coast District",43,"Kapiti-Horowhenua RTO",16,"Wellington Region",9,175.008258053662,-40.9096502897824,"ivs_iti5_750040","Kapiti-Horowhenua"
750080,"Paekakariki","ivs_iti4_750080","Paekakariki",8,2674719,6023074,1764700,5461359,"North",1,"Paraparaumu",75,"Kapiti Coast District",43,"Kapiti-Horowhenua RTO",16,"Wellington Region",9,174.957770344545,-40.9823271311826,"ivs_iti5_750080","Kapiti-Horowhenua"
760320,"Wainuiomata","ivs_iti4_760320","Wainuiomata",32,2672954,5992254,1762932,5430540,"North",1,"Wellington",76,"Lower Hutt City",46,"Wellington RTO",17,"Wellington Region",9,174.944942991885,-41.2601414982782,"ivs_iti5_760320","Wellington RTO"
760360,"Wellington","ivs_iti4_760360","Wellington",36,2658121,5990205,1748099,5428493,"North",1,"Wellington",76,"Wellington City",47,"Wellington RTO",17,"Wellington Region",9,174.768461572378,-41.2814263127595,"ivs_iti5_760360","Wellington RTO"
760390,"Eastbourne","ivs_iti4_760390","Eastbourne",39,2668848,5988447,1758825,5426734,"North",1,"Wellington",76,"Lower Hutt City",46,"Wellington RTO",17,"Wellington Region",9,174.896935367252,-41.2952239896482,"ivs_iti5_760390","Wellington RTO"
770010,"Tararua Range","ivs_iti4_770010","Tararua Range",1,2729535,6047651,1819523,5485935,"North",1,"Masterton",77,"Masterton District",48,"Wairarapa RTO",15,"Wellington Region",9,175.600211956792,-40.7482619617871,"ivs_iti5_770010","Wairarapa RTO"
770100,"Castlepoint","ivs_iti4_770100","Castlepoint",10,2781583,6028919,1871583,5467190,"North",1,"Masterton",77,"Masterton District",48,"Wairarapa RTO",15,"Wellington Region",9,176.224178414205,-40.901330663898,"ivs_iti5_770100","Wairarapa RTO"
770140,"Masterton","ivs_iti4_770140","Masterton",14,2733682,6025113,1823668,5463392,"North",1,"Masterton",77,"Masterton District",48,"Wairarapa RTO",15,"Wellington Region",9,175.657356677883,-40.9500056880155,"ivs_iti5_770140","Wairarapa RTO"
770170,"Riversdale Beach","ivs_iti4_770170","Riversdale Beach",17,2768150,6008108,1857253,5446376,"North",1,"Masterton",77,"Masterton District",48,"Wairarapa RTO",15,"Wellington Region",9,176.062955919071,-41.0931894147059,"ivs_iti5_770170","Wairarapa RTO"
780010,"Mt / Mount Holdsworth","ivs_iti4_780010","Mt / Mount Holdsworth",1,2714388,6031556,1804372,5469839,"North",1,"Carterton",78,"Carterton District",49,"Wairarapa RTO",15,"Wellington Region",9,175.42618602794,-40.8970357236514,"ivs_iti5_780010","Wairarapa RTO"
780030,"Carterton","ivs_iti4_780030","Carterton",3,2722201,6017207,1812184,5455487,"North",1,"Carterton",78,"Carterton District",49,"Wairarapa RTO",15,"Wellington Region",9,175.523759758412,-41.0242098567725,"ivs_iti5_780030","Wairarapa RTO"
780040,"Gladstone ( Carterton )","ivs_iti4_780040","Gladstone",4,2732157,6010072,1822140,5448349,"North",1,"Carterton",78,"Carterton District",49,"Wairarapa RTO",15,"Wellington Region",9,175.64463372122,-41.0857886903211,"ivs_iti5_780040","Wairarapa RTO"
790010,"Greytown","ivs_iti4_790010","Greytown",1,2716170,6010892,1806151,5449172,"North",1,"Martinborough",79,"South Wairarapa District",50,"Wairarapa RTO",15,"Wellington Region",9,175.454178262254,-41.0825925968553,"ivs_iti5_790010","Wairarapa RTO"
790020,"Featherston","ivs_iti4_790020","Featherston",2,2705065,6007846,1795045,5446127,"North",1,"Martinborough",79,"South Wairarapa District",50,"Wairarapa RTO",15,"Wellington Region",9,175.323036721316,-41.1127391521266,"ivs_iti5_790020","Wairarapa RTO"
790070,"Martinborough","ivs_iti4_790070","Martinborough",7,2716221,5995632,1806199,5433911,"North",1,"Martinborough",79,"South Wairarapa District",50,"Wairarapa RTO",15,"Wellington Region",9,175.459880625824,-41.2199248589242,"ivs_iti5_790070","Wairarapa RTO"
790160,"Lake Ferry","ivs_iti4_790160","Lake Ferry",16,2688830,5977579,1779298,5415792,"North",1,"Martinborough",79,"South Wairarapa District",50,"Wairarapa RTO",15,"Wellington Region",9,175.144531555302,-41.3894294210878,"ivs_iti5_790160","Wairarapa RTO"
790250,"Ngawihi","ivs_iti4_790250","Ngawihi",25,2696171,5954132,1786656,5392488,"North",1,"Martinborough",79,"South Wairarapa District",50,"Wairarapa RTO",15,"Wellington Region",9,175.239692457047,-41.5975058348664,"ivs_iti5_790250","Wairarapa RTO"
800010,"Kahurangi National Park ( Tasman )","ivs_iti4_800010","Kahurangi National Park (Tasman)",1,2472970,6026714,1563000,5465000,"South",2,"Kahurangi National Park ( Tasman ) ",80,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.560286602767,-40.9653168820842,"ivs_iti5_800010","Nelson Tasman RTO"
800120,"Heaphy Track","ivs_iti4_800120","Heaphy Track",12,2446854,6037282,1536897,5475564,"South",2,"Kahurangi National Park ( Tasman ) ",80,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.251169459675,-40.8685602632586,"ivs_iti5_800120","Nelson Tasman RTO"
810010,"Nelson Lakes National Park","ivs_iti4_810010","Nelson Lakes National Park",1,2496555,5931562,1586567,5369882,"South",2,"Nelson Lakes National Park",81,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.838248154194,-41.8228282770808,"ivs_iti5_810010","Nelson Tasman RTO"
810020,"Rotoroa","ivs_iti4_810020","Rotoroa",2,2476807,5934711,1566827,5373033,"South",2,"Nelson Lakes National Park",81,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.600731502133,-41.793867377411,"ivs_iti5_810020","Nelson Tasman RTO"
810030,"St / Saint Arnaud","ivs_iti4_810030","St / Saint Arnaud",3,2497262,5934304,1587274,5372624,"South",2,"Nelson Lakes National Park",81,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.846820227139,-41.7981429369975,"ivs_iti5_810030","Nelson Tasman RTO"
820020,"Puponga","ivs_iti4_820020","Puponga",2,2486184,6076072,1576206,5514335,"South",2,"Takaka-Golden Bay",82,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.719102361449,-40.5213727095234,"ivs_iti5_820020","Nelson Tasman RTO"
820070,"Golden Bay","ivs_iti4_820070","Golden Bay",7,2483221,6058727,1573246,5496998,"South",2,"Takaka-Golden Bay",82,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.683422934805,-40.6774668209566,"ivs_iti5_820070","Nelson Tasman RTO"
820080,"Collingwood","ivs_iti4_820080","Collingwood",8,2483047,6058537,1573072,5496808,"South",2,"Takaka-Golden Bay",82,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.681355892806,-40.6791727920207,"ivs_iti5_820080","Nelson Tasman RTO"
820090,"Parapara","ivs_iti4_820090","Parapara",9,2484071,6053264,1574095,5491538,"South",2,"Takaka-Golden Bay",82,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.693243345304,-40.7266807570299,"ivs_iti5_820090","Nelson Tasman RTO"
820100,"Rockville","ivs_iti4_820100","Rockville",10,2478978,6053190,1569005,5491464,"South",2,"Takaka-Golden Bay",82,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.632967018128,-40.7271714738495,"ivs_iti5_820100","Nelson Tasman RTO"
820180,"Takaka","ivs_iti4_820180","Takaka",18,2493869,6039325,1583890,5477605,"South",2,"Takaka-Golden Bay",82,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.808871470152,-40.8524464094936,"ivs_iti5_820180","Nelson Tasman RTO"
830010,"Totaranui","ivs_iti4_830010","Totaranui",1,2510343,6042680,1600357,5480959,"South",2,"Abel Tasman National Park",83,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,173.004233525293,-40.8223901771814,"ivs_iti5_830010","Nelson Tasman RTO"
830060,"Abel Tasman National Park","ivs_iti4_830060","Abel Tasman National Park",6,2515210,6029879,1605222,5468163,"South",2,"Abel Tasman National Park",83,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,173.062033190155,-40.9376454032555,"ivs_iti5_830060","Nelson Tasman RTO"
830110,"Marahau","ivs_iti4_830110","Marahau",11,2510715,6022375,1600729,5460662,"South",2,"Abel Tasman National Park",83,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,173.00866877992,-41.0052329008693,"ivs_iti5_830110","Nelson Tasman RTO"
830120,"Upper Takaka","ivs_iti4_830120","Upper Takaka",12,2495166,6019868,1585186,5458156,"South",2,"Abel Tasman National Park",83,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.823782078656,-41.0276731015041,"ivs_iti5_830120","Nelson Tasman RTO"
840010,"Kaiteriteri","ivs_iti4_840010","Kaiteriteri",1,2511240,6018921,1601254,5457209,"South",2,"Motueka",84,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,173.014918745412,-41.0363375985026,"ivs_iti5_840010","Nelson Tasman RTO"
840040,"Motueka","ivs_iti4_840040","Motueka",4,2511040,6010909,1601054,5449200,"South",2,"Motueka",84,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,173.012553075815,-41.1084839580354,"ivs_iti5_840040","Nelson Tasman RTO"
840120,"Mapua","ivs_iti4_840120","Mapua",12,2518040,5994845,1608051,5433141,"South",2,"Motueka",84,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,173.096098075972,-41.2531032968233,"ivs_iti5_840120","Nelson Tasman RTO"
840170,"Richmond ( Motueka )","ivs_iti4_840170","Richmond",17,2523792,5983700,1613800,5422000,"South",2,"Motueka",84,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,173.164971606119,-41.3533806521189,"ivs_iti5_840170","Nelson Tasman RTO"
850020,"Tapawera","ivs_iti4_850020","Tapawera",2,2495232,5980141,1585250,5418445,"South",2,"Murchison",85,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.823585221103,-41.3853858902378,"ivs_iti5_850020","Nelson Tasman RTO"
850110,"Murchison","ivs_iti4_850110","Murchison",11,2454252,5934101,1544280,5372427,"South",2,"Murchison",85,"Tasman District",51,"Nelson RTO",19,"Tasman Region",16,172.329314382629,-41.7980616185991,"ivs_iti5_850110","Nelson Tasman RTO"
860010,"Whangamoa","ivs_iti4_860010","Whangamoa",1,2554236,6004948,1644236,5443240,"South",2,"Nelson",86,"Nelson City",52,"Nelson RTO",19,"Nelson Region",17,173.527267116834,-41.1609656949578,"ivs_iti5_860010","Nelson Tasman RTO"
